num_requests;num_ec2_running;num_spot_running;num_ec2_starting;num_spot_starting;max_cpu;cost;action
52.570983917699984;4.0;4.0;0.0;0.0;0.13142745979424997;0.13142745979424997;stopEC2
34.13456024201364;3.0;4.0;0.0;0.0;0.09752731497718183;0.09752731497718183;stopEC2
28.419425670583934;2.0;4.0;0.0;0.0;0.09473141890194645;0.09473141890194645;stopEC2
27.340875756809602;1.0;4.0;0.0;0.0;0.10936350302723838;0.10936350302723838;stopEC2
41.36081039253578;0.0;4.0;0.0;0.0;0.2068040519626789;0.2068040519626789;stopEC2
46.110728945414294;0.0;4.0;0.0;0.0;0.23055364472707152;0.23055364472707152;stopEC2
53.00668416488734;0.0;4.0;0.0;0.0;0.2650334208244368;0.2650334208244368;stopEC2
53.75787909136519;0.0;4.0;0.0;0.0;0.26878939545682595;0.26878939545682595;stopEC2
47.53012435513222;0.0;4.0;0.0;0.0;0.23765062177566104;0.23765062177566104;stopEC2
38.7913519182355;0.0;4.0;0.0;0.0;0.19395675959117747;0.19395675959117747;stopEC2
32.935497956131684;0.0;4.0;0.0;0.0;0.1646774897806584;0.1646774897806584;stopEC2
29.612311089273383;0.0;4.0;0.0;0.0;0.1480615554463669;0.1480615554463669;stopEC2
33.782310423180135;0.0;4.0;0.0;0.0;0.16891155211590067;0.16891155211590067;stopEC2
27.23577410639349;0.0;4.0;0.0;0.0;0.13617887053196745;0.13617887053196745;stopEC2
38.80391617625151;0.0;4.0;0.0;0.0;0.19401958088125754;0.19401958088125754;stopEC2
36.37471588015478;0.0;4.0;0.0;0.0;0.1818735794007739;0.1818735794007739;stopEC2
45.97544473494348;0.0;4.0;0.0;0.0;0.22987722367471738;0.22987722367471738;stopEC2
45.88030575364077;0.0;4.0;0.0;0.0;0.2294015287682038;0.2294015287682038;stopEC2
49.218326014956645;0.0;4.0;0.0;0.0;0.2460916300747832;0.2460916300747832;stopEC2
48.52060056924959;0.0;4.0;0.0;0.0;0.24260300284624794;0.24260300284624794;stopEC2
51.00941683741754;0.0;4.0;0.0;0.0;0.2550470841870877;0.2550470841870877;stopEC2
55.90728190477078;0.0;4.0;0.0;0.0;0.27953640952385383;0.27953640952385383;stopEC2
45.86908270269616;0.0;4.0;0.0;0.0;0.22934541351348084;0.22934541351348084;stopEC2
38.22963033100061;0.0;4.0;0.0;0.0;0.19114815165500307;0.19114815165500307;stopEC2
43.32054122667737;0.0;4.0;0.0;0.0;0.2166027061333869;0.2166027061333869;stopEC2
38.08312444561756;0.0;4.0;0.0;0.0;0.19041562222808778;0.19041562222808778;stopEC2
32.004634645329936;0.0;4.0;0.0;0.0;0.16002317322664966;0.16002317322664966;stopEC2
23.27567255755209;0.0;4.0;0.0;0.0;0.11637836278776044;0.11637836278776044;stopEC2
13.878108464026544;0.0;4.0;0.0;0.0;0.06939054232013273;0.06939054232013273;stopEC2
9.803026725603942;0.0;4.0;0.0;0.0;0.04901513362801972;0.04901513362801972;stopEC2
26.202330739854695;0.0;4.0;0.0;0.0;0.13101165369927345;0.13101165369927345;stopEC2
13.000727034032948;0.0;4.0;0.0;0.0;0.06500363517016475;0.06500363517016475;stopEC2
10.916986576325604;0.0;4.0;0.0;0.0;0.05458493288162801;0.05458493288162801;stopEC2
3.565271432166587;0.0;4.0;0.0;0.0;0.017826357160832935;0.017826357160832935;stopEC2
18.95927585368107;0.0;4.0;0.0;0.0;0.09479637926840535;0.09479637926840535;stopEC2
31.255252409020443;0.0;4.0;0.0;0.0;0.15627626204510223;0.15627626204510223;stopEC2
31.25343581328871;0.0;4.0;0.0;0.0;0.15626717906644355;0.15626717906644355;stopEC2
15.322975505821528;0.0;4.0;0.0;0.0;0.07661487752910763;0.07661487752910763;stopEC2
13.929341118195481;0.0;4.0;0.0;0.0;0.06964670559097741;0.06964670559097741;stopEC2
-4.509384684949235;0.0;4.0;0.0;0.0;-0.022546923424746172;-0.022546923424746172;stopEC2
14.19877429679804;0.0;4.0;0.0;0.0;0.0709938714839902;0.0709938714839902;stopEC2
11.814178968494646;0.0;4.0;0.0;0.0;0.05907089484247322;0.05907089484247322;stopEC2
